TIME,ORIGIN,FROM,SEQUENCE,ASPATH,PREFIX,NEXT_HOP
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207151,15435 174 8452 36992,105.82.64.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207152,15435 3257 3356 8452 36992,105.82.128.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207153,15435 3257 3356 8452 36992,105.82.192.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.34 AS1103,207154,1103 3257 8452 36992,105.83.0.0/18,80.249.208.34
03/07/16 00:00:02,IGP,80.249.208.34 AS1103,207155,1103 3257 8452 36992,105.83.64.0/18,80.249.208.34
03/07/16 00:00:02,IGP,80.249.208.34 AS1103,207156,1103 3257 8452 36992,105.83.128.0/18,80.249.208.34
03/07/16 00:00:02,IGP,80.249.208.34 AS1103,207157,1103 3257 8452 36992,105.83.192.0/18,80.249.208.34
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207158,12859 2914 174 8452 36992,105.84.0.0/14,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207159,15435 174 8452 36992,105.84.0.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207160,15435 174 8452 36992,105.84.64.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.111 AS30132,207161,30132 1299 174 8452 36992,105.84.128.0/18,80.249.208.111
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207162,15435 174 8452 36992,105.84.192.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207163,15435 174 8452 36992,105.85.0.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207164,15435 174 8452 36992,105.85.64.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207165,15435 174 8452 36992,105.85.128.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207166,15435 174 8452 36992,105.85.192.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.111 AS30132,207167,30132 3257 8452 36992,105.86.0.0/18,80.249.208.85
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207168,12859 2914 174 8452 36992,105.86.64.0/18,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207169,12859 2914 174 8452 36992,105.86.128.0/18,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207170,12859 2914 174 8452 36992,105.86.192.0/18,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207171,12859 2914 174 8452 36992,105.87.0.0/18,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207172,15435 174 8452 36992,105.87.64.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207173,15435 174 8452 36992,105.87.128.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207174,15435 174 8452 36992,105.87.192.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207175,12859 2914 174 8452 36992,105.88.0.0/14,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207176,15435 3257 3356 8452 36992,105.88.0.0/16,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207177,15435 174 8452 36992,105.89.0.0/17,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207178,15435 3257 3356 8452 36992,105.89.128.0/17,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207179,15435 174 8452 36992,105.90.0.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207180,12859 2914 174 8452 36992,105.90.64.0/18,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207181,15435 3257 3356 8452 36992,105.90.128.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207182,15435 174 8452 36992,105.90.192.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.111 AS30132,207183,30132 1299 174 8452 36992,105.91.0.0/18,80.249.208.111
03/07/16 00:00:02,IGP,80.249.208.111 AS30132,207184,30132 1299 174 8452 36992,105.91.64.0/18,80.249.208.111
03/07/16 00:00:02,IGP,80.249.208.111 AS30132,207185,30132 1299 174 8452 36992,105.91.128.0/18,80.249.208.111
03/07/16 00:00:02,IGP,80.249.208.111 AS30132,207186,30132 1299 174 8452 36992,105.91.192.0/18,80.249.208.111
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207187,12859 2914 174 8452 36992,105.92.0.0/14,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207188,12859 2914 174 8452 36992,105.92.0.0/17,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207189,15435 174 8452 36992,105.92.128.0/17,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207190,15435 174 8452 36992,105.93.0.0/17,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207191,15435 174 8452 36992,105.93.128.0/17,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207192,12859 2914 174 8452 36992,105.94.0.0/18,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207193,12859 2914 174 8452 36992 36992 36992 36992 36992 36992 36992 36992,105.94.64.0/18,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207194,12859 2914 174 8452 36992,105.94.128.0/18,80.249.208.200
03/07/16 00:00:02,IGP,80.249.211.217 AS8455,207195,8455 3257 174 8452 36992,105.94.192.0/18,80.249.211.217
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207196,15435 174 8452 36992,105.95.0.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207197,15435 3257 3356 8452 36992,105.95.64.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207198,15435 3257 3356 8452 36992,105.95.128.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.111 AS30132,207199,30132 3257 8452 36992,105.95.192.0/18,80.249.208.85
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207619,12859 2914 174 8452 36992,105.200.0.0/14,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207620,15435 174 8452 36992,105.200.0.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207621,15435 3257 3356 8452 36992,105.200.64.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207622,15435 3257 3356 8452 36992,105.200.128.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207623,15435 3257 3356 8452 36992,105.200.192.0/19,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207624,15435 174 8452 36992,105.200.224.0/19,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.111 AS30132,207625,30132 1299 174 8452 36992,105.201.0.0/17,80.249.208.111
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207626,15435 174 8452 36992,105.201.128.0/19,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207627,15435 3257 3356 8452 36992,105.201.160.0/19,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.34 AS1103,207628,1103 3257 8452 36992,105.201.176.0/20,80.249.208.34
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207629,15435 174 8452 36992,105.201.192.0/19,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207630,15435 3257 3356 8452 36992,105.201.224.0/19,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207631,15435 174 8452 36992,105.202.0.0/17,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207632,15435 3257 3356 8452 36992,105.202.128.0/19,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207633,15435 3257 3356 8452 36992,105.202.160.0/19,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207634,15435 3257 3356 8452 36992,105.202.192.0/19,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207635,15435 3257 3356 8452 36992,105.202.224.0/19,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207636,15435 174 8452 36992,105.203.0.0/19,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.111 AS30132,207637,30132 3257 8452 36992,105.203.32.0/19,80.249.208.85
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207638,15435 3257 3356 8452 36992,105.203.64.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207639,15435 174 8452 36992,105.203.128.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207640,15435 3257 3356 8452 36992,105.203.224.0/20,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.111 AS30132,207641,30132 3257 8452 36992,105.203.247.0/24,80.249.208.85
03/07/16 00:00:02,IGP,80.249.208.111 AS30132,207642,30132 3257 8452 36992,105.203.250.0/24,80.249.208.85
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207643,15435 3257 3356 8452 36992,105.203.251.0/24,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.111 AS30132,207644,30132 3257 8452 36992,105.203.252.0/24,80.249.208.85
03/07/16 00:00:02,IGP,80.249.208.111 AS30132,207645,30132 3257 8452 36992,105.203.253.0/24,80.249.208.85
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207646,15435 3257 3356 8452 36992,105.203.254.0/24,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.34 AS1103,207647,1103 3257 8452 36992,105.203.255.0/24,80.249.208.34
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207648,12859 2914 174 8452 36992,105.204.0.0/14,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207649,15435 174 8452 36992,105.204.0.0/19,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207650,15435 174 8452 36992,105.204.32.0/19,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207651,12859 2914 174 8452 36992,105.204.64.0/18,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207652,15435 3257 3356 8452 36992,105.204.128.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207653,12859 2914 174 8452 36992,105.204.192.0/18,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207654,15435 174 8452 36992,105.205.0.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207655,12859 2914 174 8452 36992,105.205.64.0/18,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207656,15435 174 8452 36992,105.205.128.0/20,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207657,12859 2914 174 8452 36992,105.206.0.0/18,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207658,15435 174 8452 36992,105.206.64.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207659,15435 174 8452 36992,105.206.128.0/18,80.249.208.149
03/07/16 00:00:02,IGP,80.249.208.111 AS30132,207660,30132 3257 8452 36992,105.206.192.0/18,80.249.208.85
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207661,12859 2914 174 8452 36992,105.207.0.0/18,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.200 AS12859,207662,12859 2914 174 8452 36992,105.207.64.0/18,80.249.208.200
03/07/16 00:00:02,IGP,80.249.208.34 AS1103,207663,1103 3257 8452 36992,105.207.128.0/18,80.249.208.34
03/07/16 00:00:02,IGP,80.249.208.149 AS15435,207664,15435 174 8452 36992,105.207.192.0/18,80.249.208.149
